編號,發布日期,職缺名稱,工作內容摘要,公司名稱,產業描述,最低薪資,最高薪資,學歷要求代碼清單,具體的軟硬體技能要求,目前應徵人數,工作連結
815,20260406,★【巨匠電腦_士林】內勤課程顧問｜均薪5-8萬。保底35k起+多元獎金/完整培訓/在職進修,"專業的課程諮詢與建議
2-根據學員需求推薦電腦技能／證照課程（如Excel、Python、Adobe等）
3-公司提供優質名單，無需陌生開發
4-協助完成報名流程並達成招生目標
5-定期追蹤與關懷學員，建立良好服務關係
6-支援招生／行銷活動，提升",巨匠電腦股份有限公司(巨匠電腦)(巨匠美語),補習班,35000,80000,高中以上,[],3,https://www.104.com.tw/job/8traf
817,20260204,AI 運算平台系統工程師（AI Platform Systems Engineer）（工程師／儲備技術顧問）,"- 熟悉軟體定義儲存（Ceph、OpenStack 等 Open Source 解決方案）或超融合架構（HCI）
- 會用 Python/Ansible/Terraform 等工具把交付「流程化、模板化」
- 對 AI 基礎設施或 AI 應用有興",訊達電腦股份有限公司,電腦系統整合服務業,35000,9999999,大學以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12003005007', 'description': 'SAN/NAS'}, {'code': '12001005017', 'description': 'Vmware'}, {'code': '12001004031', 'description': 'MS SQL'}, {'code': '12001004039', 'description': 'PostgreSQL'}]",3,https://www.104.com.tw/job/8y5bw
819,20260401,程式設計師(24121601),"production bug 的 root cause，並與前端或 PM 共同討論解決方法

【能力需求】
1.熟悉任一主流後端程式語言(c#, java, golang, c++, ruby, python…)
2.操作任一資料庫經驗(SQL, NoSQL",叡揚資訊股份有限公司,電腦軟體服務業,40000,55000,大學以上,"[{'code': '12001003006', 'description': 'ASP.NET'}, {'code': '12001003011', 'description': 'C++.Net'}]",1,https://www.104.com.tw/job/8kmij
820,20260407,BI 數據工程師  (Data Engineer),"件】
1. 熟悉至少一種：PHP（尤佳） / Perl / JavaScript / Python。
2. 熟悉 MySQL、BigQuery 或其他關聯式資料庫與 SQL。
3. 熟悉 Unix-like 環境與 Git 基本操作。

【加分條件",神來也麻將_慧邦科技股份有限公司,網際網路相關業,40000,55000,大學以上,"[{'code': '12001003041', 'description': 'PHP'}, {'code': '12001004032', 'description': 'MySQL'}, {'code': '12001006030', 'description': 'jQuery'}]",8,https://www.104.com.tw/job/6u7bu
825,20260404,AI Engineer,"Python, Node.js, Vue
3.Developement tools: Git, CICD (ex: Jenkins, Azure DevOps, Gitlab CI/CD..etc)
4.other: AI Agent Development",伊雲谷數位科技股份有限公司,網際網路相關業,50000,9999999,專科以上,[],23,https://www.104.com.tw/job/8qjto
826,20260401,Senior Software Engineer (Full-stack Developer) 軟體工程師-台北市,"development

2. Proficiency in at least one object-oriented programming language such as Java, Python, C++, or C#

3. Experience",飛輪電商有限公司,工商顧問服務業,800000,1200000,大學以上,"[{'code': '12001002005', 'description': 'OOP'}, {'code': '12001002009', 'description': 'Servlets'}, {'code': '12001003025', 'description': 'Java'}, {'code': '12001003049', 'description': 'Ruby'}, {'code': '12001005023', 'description': 'AWS'}, {'code': '12001006013', 'description': 'HTML'}, {'code': '12001006032', 'description': 'CSS'}, {'code': '12003005009', 'description': 'SAS'}]",8,https://www.104.com.tw/job/8soya
828,20260326,軟體開發工程師 - AI 應用服務,"具備 Node.js、TypeScript、Python 或其他主流後端技術的實作能力，熟悉 RESTful API、Webhook、非同步任務設計、權限驗證、錯誤處理與資料流程管理。

• 能處理 AI 應用常見的即時互動與整合場景：
理解",摘星數據行銷顧問股份有限公司,網際網路相關業,55000,60000,專科以上,"[{'code': '12001006032', 'description': 'CSS'}, {'code': '12001006017', 'description': 'JavaScript'}, {'code': '12001006033', 'description': 'Sass'}, {'code': '12001006013', 'description': 'HTML'}]",6,https://www.104.com.tw/job/8v2qu
829,20260403,助理工程師 / Assistant Engineer,"解前後端連線概念
3.	查詢資料庫(MySQL)

加分條件
1.	有實作網頁作品佳
2.	熟悉 Python 基礎語法

如果你對軟體開發有興趣和潛力，歡迎想學習前後端的你/妳，加入我們的團隊~~~XD",禾多移動多媒體股份有限公司,數位內容產業,45000,75000,專科以上,"[{'code': '12001003041', 'description': 'PHP'}, {'code': '12001006013', 'description': 'HTML'}, {'code': '12001006017', 'description': 'JavaScript'}, {'code': '12001006032', 'description': 'CSS'}]",8,https://www.104.com.tw/job/4c9lf
830,20260401,AI應用工程師,"為專案的創新方向和解決方案貢獻想法。

【必要條件】
1. 數學、資訊工程、資訊管理或相關專業大學及以上學歷。
2. 熟練Python程式語言。
3. 對人工智慧、機器學習和新興技術有濃厚興趣。
4. 有基本的網站開發能力。
5. 良好的問題解決能",偉利科技股份有限公司,網際網路相關業,40000,55000,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001003097', 'description': 'LLM'}]",27,https://www.104.com.tw/job/89451
831,20260306,【資訊專才】數據平台工程師_I00022311,"AWS 經驗尤佳。
2. 具備大數據處理技術與生態系，如 Spark、Flink、Kafka、Airflow、Glue 等，並具備 Python、Scala 或 Java 等程式語言開發能力。
3. 具備資料庫技術與資料查詢，包含關聯式資料庫（",國泰人壽保險股份有限公司_總公司_國泰金控,人身保險業,40000,55000,學歷不均,[],7,https://www.104.com.tw/job/8qhgj
834,20260407,資深後端工程師 Senior Backend Engineer,"5. 構建穩定的基礎結構符合跨國使用



我們希望你有...

* 良好的計算機科學基礎 (Above-average knowledge of Computer Sciences)
* 懂 Python 或者至少一門類似的語言 (",iCHEF_資廚管理顧問股份有限公司,工商顧問服務業,40000,55000,大學以上,"[{'code': '12001002016', 'description': 'Github'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001005023', 'description': 'AWS'}, {'code': '12001006043', 'description': 'Django'}]",19,https://www.104.com.tw/job/7tlqv
838,20260407,【S】車用軟體測試工程師,"應用測試
2. 依據測試計劃執行測試用例
3. 提交測試過程中發現的問題及發送測試報告
4. 協助開發人員除錯
5. 熟悉Python or API 工具使用

【Key Responsibilities】
1.	Perform in-",富智康國際股份有限公司,消費性電子產品製造業,40000,55000,大學以上,[],8,https://www.104.com.tw/job/7w6g8
840,20260404,課程營運企劃,科技文西 Vinci Academy 是致力於「用 AI 與開源技術，降低企業導入數位化門檻」的新創教育與顧問團隊。我們專注在 Odoo ERP 開發與導入、企業客製化系統、Python／Database／Linux／Docker／AWS／AI,科技文西有限公司,電腦軟體服務業,40000,55000,學歷不均,[],0,https://www.104.com.tw/job/8wdh6
841,20260320,後端工程師,"。若為無經驗之應屆畢業生，需精通 Python、C++ 或 Java 等至少一種物件導向語言，且具備入職後轉換至 C# 開發環境之意願與學習力
2. 瞭解 Git 等版本控制工具的使用，熟悉程式碼管理和團隊協作流程
3. 熟悉關聯式資料庫（如 MS",嘉實資訊股份有限公司,網際網路相關業,40000,55000,大學以上,"[{'code': '12001002018', 'description': 'Git'}, {'code': '12001003006', 'description': 'ASP.NET'}, {'code': '12001003009', 'description': 'C#'}, {'code': '12001004031', 'description': 'MS SQL'}, {'code': '12001007026', 'description': 'HTTP'}]",5,https://www.104.com.tw/job/8jag4
844,20260330,Scada工程師,BMS / BA / SCADA 系統整合經驗，理解 BACnet、Modbus、OPC UA 或 REST API 等常見整合方式。具備 Node.js、Python、Java 或 .NET 開發經驗者佳。若有實際執行樓控系統與第三方平台介接經驗，優,工一科技有限公司,其它軟體及網路相關業,40000,55000,學歷不均,[],1,https://www.104.com.tw/job/8zxad
845,20260406,量化交易員,"有具體的交易經驗，且已具備自有交易紀律與邏輯。
*會使用Python或其他程式語言。
*善邏輯思考、抗壓性高、對交易充滿熱忱。

【加分】
*具備高頻交易經驗。
*熟悉不同的金融商品。

【加入宏穩，您將享有】
*高強度的團隊討論，與其他優秀的交易",宏穩資本股份有限公司,其他投資理財相關業,1500000,9999999,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001003078', 'description': 'R'}, {'code': '12001003058', 'description': 'VBA'}]",25,https://www.104.com.tw/job/8qrka
847,20251109,嵌入式軟體工程師 (BSP),"以上開發經驗。 
• 有 Web 開發經驗。 
• 熟悉 Shell Script 或 Python 使用經驗。 
• 熟悉 UART、I2C、SPI、MIPI 等通訊介面。 
• 具備 IPCAM / IoT 等開發經驗。 
• 有重構與優化架構",方見科技股份有限公司,電子通訊／電腦週邊零售業,40000,60000,大學以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001003008', 'description': 'C'}, {'code': '12001003010', 'description': 'C++'}]",3,https://www.104.com.tw/job/81s6r
849,20260402,【威脅分析中心】網路情蒐工程師(台北),"1. 蜜罐與分析系統之維運與精進
2. 網路攻擊威脅之蒐集分析與預警
3. 威脅阻擋清單之情資彙整與精進
4. 惡意程式分析
5. 網路攻擊偵測規則撰寫

工作經驗及專業能力：
1. 經驗不拘，具資訊與資安之相關工作經驗尤佳
2. 具Python",國家資通安全研究院,其他專業／科學及技術業,40000,55000,大學以上,[],0,https://www.104.com.tw/job/7xlpj
851,20260109,【前瞻研究籌獲中心】AI研究員(台北),"料分析、自然語言處理(NLP) 或電腦視覺(CV) 相關經驗者尤佳

專業能力需求：
1. 精通Python 程式語言，並熟悉至少一種主流機器學習/深度學習框架(如 TensorFlow, PyTorch, Scikit-learn)
2. 具備扎",國家資通安全研究院,其他專業／科學及技術業,40000,55000,大學以上,[],1,https://www.104.com.tw/job/8v0up
855,20260330,ＡＩ影像辨識軟體開發工程師,"1. 運用各種 DNN 框架，訓練與最佳化人、車、物件辨識等 AI 模型

2. 具備 Python 、C/ C++ 等程式語言撰寫技能

3. 孰悉 Linux Ubuntu 、embedded OS等環境

4. 碩士或大學畢業，研究論文或專",艾知科技股份有限公司,電腦系統整合服務業,600000,1200000,大學以上,[],18,https://www.104.com.tw/job/7cze1
856,20260402,Backend & DevOps Engineer 後端暨維運工程師,"發 //
- 使用 Golang / Python / Node.js 開發與維護各產品線的後端服務
- 設計 RESTful API，支援 App 端與 B2B 數據平台
- 定義後端開發的 guideline 與架構規範方針，透過 AI 工具自",麻布數據科技股份有限公司,網際網路相關業,1200000,1700000,專科以上,[],8,https://www.104.com.tw/job/901un
859,20260403,(2025年研發替代役) AI 工程師,"1.      熟悉C, C++,Python等程式語言。
2.      熟悉深度學習工具。(如Tensorflow, Caffe等)
3.      了解AI/ML深度學習演算法，並有能力針對模型底層進行修改及優化。
4.      熟悉且能",捷揚航電股份有限公司,電腦及其週邊設備製造業,40000,55000,碩士以上,[],11,https://www.104.com.tw/job/8ttbd
862,20260330,AI 課程講師 (NVIDIA DLI認證培訓),"必備技術： 熟悉 Python 程式語言，並對機器學習 (ML) 或深度學習 (DL) 有基本概念。
表達能力： 具備優秀的邏輯拆解能力，能將複雜的技術公式轉化為易懂的語言。
學習動機： 對新技術有極高的熱忱，能主動拆解 NVIDIA 提出的新功能",翰尼斯企業有限公司,其他教育服務業,40000,50000,碩士以上,[],1,https://www.104.com.tw/job/8ztwy
864,20260407,Machine Learning Systems Engineer - GPU,"system efficiency

Qualifications

- Strong experience with Python and ML frameworks
- Experience working with transformer",泰錸科技有限公司,其它軟體及網路相關業,1500000,9999999,碩士,[],8,https://www.104.com.tw/job/8za1k
865,20260402,雲端維運(OP)工程師,"Linux系統操作。
•	Familiar with Shell Script and at least 1 script language (e.g. Python)
•	熟悉shell script 或是其他的script 語言（如python）",物聯智慧股份有限公司,電腦軟體服務業,33000,45000,專科以上,[],2,https://www.104.com.tw/job/6onhd
867,20260407,資安研發工程師_台達研究院(台北),"技術的最佳舞台！

本職缺主要工作內容包含但不限於：
•	設計與開發產品安全相關之應用，以Python、Java為主
•	負責後端及安全Library的開發，確保提供安全、穩定、可擴產、高效的系統
•	設計並實作RESTful API，確保前後端順",台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,其他電子零組件相關業,40000,55000,碩士以上,[],20,https://www.104.com.tw/job/8wvqu
869,20260406,【D39】Vulnerability Researcher 漏洞研究員,"的實務經驗。
• 程式開發能力： 精通 C/C++ 及 Python；具備閱讀並撰寫組合語言的能力。
• 模糊測試 (Fuzzing)： 具備使用或整合 Fuzzer (如 AFL++, libFuzzer, Syzkaller) 進行自動化漏洞挖",杜浦數位安全股份有限公司,電腦軟體服務業,40000,55000,大學,[],1,https://www.104.com.tw/job/8zogc
871,20260209,【前瞻研究籌獲中心】Web Crawling & Data Engineer 爬蟲暨資料工程師(台北/台南),"SLA等等），提供技術文件與交付說明，確保資料可用且可持續更新。

工作經驗：
具資訊相關工作經驗尤佳(無經驗可)

專業能力：
1. 熟悉至少一種爬蟲常用語言（Python / Node.js / Java / Go 等），具備獨立開發能力。
2",國家資通安全研究院,其他專業／科學及技術業,40000,55000,大學以上,[],4,https://www.104.com.tw/job/8rkmf
875,20260402,Graduate Sales Engineer,"understanding of electronics, computers, and high-level programming languages (C, Python, LabVIEW, etc)
4. Available for",美商_國家儀器股份有限公司,電腦及其週邊設備製造業,40000,55000,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001003073', 'description': 'LabVIEW'}]",33,https://www.104.com.tw/job/8xbqo
